a_sex,year,ahe08
2,1992,2.612611771
1,1992,23.80506325
1,1992,24.67041016
1,1992,26.21976089
2,1992,18.36202621
1,1992,22.86035347
2,1992,24.33521652
1,1992,15.3385601
1,1992,28.02236748
2,1992,10.73699188
2,1992,18.43577003
2,1992,17.69833946
1,1992,25.81007767
1,1992,19.46669769
1,1992,14.74861622
1,1992,16.01278305
1,1992,10.65177822
1,1992,26.05588722
1,1992,37.25966263
2,1992,18.06705284
2,1992,18.14079857
1,1992,26.96889877
1,1992,23.59778404
1,1992,21.06945038
1,1992,16.51844978
1,1992,19.91063118
1,1992,15.17000484
1,1992,37.54193115
1,1992,12.53632259
1,1992,20.64806175
1,1992,14.52171421
2,1992,20.57946396
2,1992,25.66259193
1,1992,21.63130188
1,1992,32.44695663
2,1992,18.43577003
2,1992,14.74861622
1,1992,24.33521652
1,1992,44.24584579
1,1992,25.07264519
1,1992,33.78773499
2,1992,14.74861622
1,1992,22.86035347
1,1992,22.86035347
2,1992,19.17320061
2,1992,20.11174774
1,1992,36.87154007
1,1992,41.17321777
2,1992,18.43577003
1,1992,18.18995857
2,1992,15.88312531
2,1992,11.79889202
2,1992,32.60220337
2,1992,22.1229229
2,1992,19.91063118
2,1992,31.70952225
2,1992,19.33992386
1,1992,29.49723244
1,1992,29.49723244
2,1992,22.1229229
1,1992,25.81007767
2,1992,21.91222954
1,1992,33.92181778
1,1992,16.22347832
1,1992,29.49723244
2,1992,34.65924454
2,1992,28.02236748
1,1992,46.23890305
2,1992,18.96250534
2,1992,17.69833946
2,1992,32.06840515
1,1992,30.08717728
2,1992,8.111739159
2,1992,21.06945038
2,1992,14.74861622
2,1992,14.74861622
2,1992,28.02236748
2,1992,29.49723244
2,1992,16.96090889
1,1992,19.91063118
2,1992,26.96889877
1,1992,23.00784111
2,1992,21.06945038
2,1992,15.3385601
2,1992,22.75500679
1,1992,19.91063118
1,1992,18.54111671
2,1992,35.39667892
2,1992,23.47979546
2,1992,16.65166283
1,1992,25.81007767
2,1992,30.97209358
1,1992,22.1229229
2,1992,23.59778404
1,1992,7.988833904
2,1992,38.81214523
2,1992,22.1229229
2,1992,20.70705605
2,1992,37.75645828
2,1992,42.56029129
1,1992,50.88272476
2,1992,3.834640026
1,1992,44.24584579
2,1992,28.40474129
1,1992,21.09052086
1,1992,21.82795143
1,1992,21.09052086
2,1992,14.74861622
2,1992,38.34640121
2,1992,29.49723244
1,1992,19.17320061
1,1992,11.50392056
1,1992,19.30727959
2,1992,26.29467392
1,1992,22.86035347
2,1992,21.09052086
1,1992,13.76537418
1,1992,27.43928528
2,1992,25.81007767
2,1992,16.5921917
2,1992,44.24584579
2,1992,20.05811691
2,1992,27.43242455
1,1992,71.53005219
2,1992,14.01118374
1,1992,36.38553619
1,1992,14.42086887
2,1992,25.81007767
1,1992,17.14955139
1,1992,27.28493881
2,1992,22.94229126
2,1992,25.5264492
2,1992,25.07264519
2,1992,24.33521652
2,1992,23.59778404
2,1992,19.2866497
1,1992,36.87154007
2,1992,15.48604679
2,1992,33.18438339
2,1992,30.34000969
2,1992,22.1229229
2,1992,21.06945038
2,1992,18.87822914
2,1992,21.38549232
1,1992,15.48604679
2,1992,19.17320061
1,1992,29.49723244
2,1992,15.37197781
1,1992,29.49723244
2,1992,14.74861622
1,1992,16.22347832
2,1992,20.77096748
2,1992,13.27375317
2,1992,34.03526688
1,1992,30.80821991
2,1992,22.28679657
1,1992,20.4514122
2,1992,24.33521652
1,1992,7.374308109
2,1992,13.0370388
1,1992,6.391066551
1,1992,40.55869293
2,1992,27.35775948
1,1992,24.33521652
2,1992,19.40607262
2,1992,42.56029129
2,1992,34.86036301
2,1992,25.70472908
2,1992,21.06945038
1,1992,33.18438339
1,1992,35.27869034
1,1992,44.24584579
2,1992,24.09923744
2,1992,11.06146145
1,1992,23.10616302
2,1992,15.48604679
1,1992,23.59778404
1,1992,44.24584579
1,1992,8.849169731
2,1992,31.04971504
1,1992,26.21976089
2,1992,27.81167603
1,1992,28.02236748
1,1992,35.39667892
1,1992,16.96090889
2,1992,15.63353252
2,1992,22.1229229
1,1992,33.18438339
1,1992,23.59778404
1,1992,31.26706505
2,1992,26.36314964
2,1992,29.98885345
1,1992,33.30658722
2,1992,18.43577003
1,1992,25.81007767
1,1992,33.18438339
1,1992,30.97209358
2,1992,40.55869293
2,1992,26.12611771
2,1992,33.03689957
1,1992,17.04284477
1,1992,28.02236748
2,1992,29.49723244
2,1992,24.33521652
1,1992,62.68161392
1,1992,35.39667892
1,1992,37.60896683
1,1992,29.49723244
2,1992,29.49723244
1,1992,31.4637146
1,1992,17.89498711
1,1992,35.39667892
2,1992,39.32964325
2,1992,18.77096558
1,1992,35.39667892
1,1992,36.87154007
2,1992,19.17320061
1,1992,28.02236748
1,1992,14.01118374
2,1992,7.079335213
1,1992,5.363132954
2,1992,26.36314964
1,1992,25.07264519
2,1992,11.79889202
1,1992,36.81254578
1,1992,16.38735008
1,1992,17.69833946
2,1992,11.43017673
1,1992,15.97766781
2,1992,34.65924454
1,1992,17.69833946
1,1992,24.33521652
2,1992,9.344722748
1,1992,17.69833946
1,1992,25.81007767
1,1992,16.54158592
2,1992,26.54750633
1,1992,17.69833946
2,1992,17.69833946
1,1992,13.27375317
1,1992,33.18438339
2,1992,22.1229229
1,1992,21.35599518
2,1992,27.28493881
1,1992,36.30428314
2,1992,29.49723244
2,1992,28.02236748
1,1992,20.9758091
2,1992,9.203136444
1,1992,32.17879868
1,1992,19.00932693
2,1992,25.07264519
2,1992,14.60815239
1,1992,24.00937271
1,1992,24.13409805
1,1992,21.89350128
2,1992,8.128126144
1,1992,7.005591869
2,1992,18.87822914
1,1992,20.4514122
2,1992,7.079335213
2,1992,13.47602081
2,1992,50.14529037
2,1992,23.59778404
2,1992,20.77096748
1,1992,33.84136963
1,1992,30.2346611
1,1992,26.54750633
2,1992,14.74861622
1,1992,25.07264519
1,1992,25.81007767
2,1992,34.65924454
1,1992,7.626332283
1,1992,36.81254578
2,1992,19.17320061
2,1992,16.22347832
2,1992,24.25327873
2,1992,9.270558357
1,1992,18.43577003
2,1992,8.849169731
1,1992,33.1504631
2,1992,39.82126236
1,1992,43.65590286
1,1992,26.54750633
1,1992,30.97209358
2,1992,17.20352173
1,1992,23.59778404
2,1992,26.84247971
1,1992,36.10461044
2,1992,18.27910614
1,1992,18.06705284
2,1992,29.49723244
1,1992,11.06146145
2,1992,29.49723244
1,1992,21.38549232
2,1992,29.49723244
1,1992,14.15867043
1,1992,11.74579811
2,1992,30.8380146
1,1992,29.49723244
1,1992,30.72628212
1,1992,58.99446487
1,1992,23.59778404
1,1992,21.47398376
1,1992,33.18438339
1,1992,24.33521652
1,1992,24.58102608
1,1992,38.34640121
1,1992,58.99446487
1,1992,28.02236748
1,1992,13.03777599
2,1992,28.02236748
1,1992,13.6951437
2,1992,19.91063118
1,1992,40.64062881
1,1992,13.76537418
1,1992,45.72070694
2,1992,14.74861622
2,1992,15.63353252
2,1992,28.09259987
2,1992,22.1229229
2,1992,26.96889877
2,1992,40.22349548
1,1992,28.02236748
2,1992,10.48790455
2,1992,20.18231583
1,1992,22.1229229
2,1992,26.96889877
1,1992,36.87154007
1,1992,29.49723244
2,1992,40.45334625
1,1992,30.67712021
1,1992,20.05811691
1,1992,7.669280052
2,1992,32.0255661
1,1992,36.87416077
2,1992,19.53380394
1,1992,40.64062881
2,1992,24.90877342
1,1992,33.43019485
1,1992,34.21678543
2,1992,24.09923744
2,1992,14.74861622
2,1992,8.427780151
2,1992,18.43577003
2,1992,18.90846252
2,1992,21.06945038
2,1992,26.29467392
2,1992,27.16203499
1,1992,22.1229229
1,1992,39.32964325
2,1992,36.87154007
1,1992,23.90292931
1,1992,31.85700798
2,1992,27.28493881
2,1992,11.79889202
1,1992,14.38889313
2,1992,28.02236748
1,1992,31.70952225
2,1992,34.69436264
1,1992,34.86036301
2,1992,22.94229126
1,1992,47.93300247
2,1992,37.49425888
2,1992,16.32180023
1,1992,24.58102608
1,1992,40.55869293
2,1992,30.97209358
2,1992,26.3922596
1,1992,29.49723244
1,1992,25.10694504
2,1992,27.28493881
1,1992,35.39667892
1,1992,25.81007767
1,1992,27.53074837
1,1992,26.66151237
1,1992,28.18624306
1,1992,16.96090889
2,1992,66.36876678
2,1992,22.86035347
1,1992,15.98749924
1,1992,14.15867043
2,1992,8.111739159
1,1992,12.53632259
2,1992,31.85700798
1,1992,8.044699669
1,1992,23.00784111
1,1992,18.40627289
2,1992,27.3902874
1,1992,17.69833946
2,1992,14.94526291
1,1992,14.01118374
1,1992,22.1229229
2,1992,16.96090889
2,1992,20.64806175
2,1992,16.14752197
1,1992,38.81214523
1,1992,28.75979996
2,1992,29.49723244
1,1992,38.34640121
2,1992,19.17320061
1,1992,16.22347832
2,1992,22.86035347
2,1992,29.49723244
1,1992,29.49723244
1,1992,28.02236748
2,1992,22.75500679
1,1992,26.91622353
1,1992,39.82126236
2,1992,14.74861622
1,1992,26.54750633
1,1992,34.21678543
2,1992,16.22347832
1,1992,26.54750633
2,1992,33.03689957
1,1992,23.59778404
1,1992,28.14035797
2,1992,23.59778404
1,1992,30.29445267
1,1992,21.61778259
2,1992,18.43577003
1,1992,7.669280052
1,1992,13.53402328
2,1992,31.18278694
1,1992,40.70618057
1,1992,27.3519783
1,1992,21.26544571
1,1992,8.357548714
2,1992,19.38389397
1,1992,58.99446487
2,1992,28.02236748
1,1992,36.13410568
1,1992,21.06945038
1,1992,29.49723244
2,1992,14.29657078
1,1992,14.74861622
2,1992,14.7250185
1,1992,24.33521652
1,1992,29.49723244
2,1992,12.45438671
1,1992,18.43577003
1,1992,28.02236748
1,1992,31.70952225
1,1992,21.45253181
1,1992,21.95142746
2,1992,14.66185951
2,1992,23.96650124
2,1992,11.79889202
2,1992,25.81007767
1,1992,10.32403088
1,1992,29.49723244
1,1992,20.64806175
1,1992,13.60559845
2,1992,25.81007767
1,1992,14.74861622
1,1992,34.41343689
2,1992,30.29445267
2,1992,19.91063118
1,1992,18.31306076
1,1992,17.10839272
1,1992,28.18624306
1,1992,16.22347832
2,1992,38.72986603
2,1992,17.69833946
1,1992,16.22347832
2,1992,34.74118423
1,1992,22.1229229
1,1992,58.99446487
2,1992,45.72070694
2,1992,24.33521652
1,1992,27.28493881
2,1992,34.08568954
1,1992,9.340789795
1,1992,18.53031158
1,1992,26.54750633
1,1992,34.3240509
1,1992,20.64806175
2,1992,14.74861622
1,1992,15.3385601
2,1992,11.09489155
1,1992,36.87154007
1,1992,29.49723244
2,1992,24.77767563
1,1992,23.59778404
2,1992,15.33487225
1,1992,26.27935219
2,1992,15.48604679
2,1992,18.43577003
2,1992,35.06892776
1,1992,32.11920547
2,1992,35.39667892
1,1992,20.04299164
2,1992,29.49723244
2,1992,20.64806175
2,1992,26.84247971
2,1992,14.74861622
2,1992,30.2346611
2,1992,15.3385601
1,1992,26.91622353
2,1992,33.18438339
1,1992,18.43577003
1,1992,22.94229126
1,1992,30.97209358
1,1992,12.7821331
2,1992,16.96090889
2,1992,25.81007767
1,1992,38.34640121
1,1992,39.94416809
2,1992,13.76537418
2,1992,13.27375317
1,1992,12.52127361
1,1992,19.30727959
2,1992,21.63130188
1,1992,28.60641479
2,1992,20.64806175
2,1992,29.49723244
2,1992,15.48604679
1,1992,8.938555717
1,1992,24.92515945
1,1992,7.362509251
1,1992,26.75280762
1,1992,27.94474602
2,1992,40.36463165
1,1992,26.54750633
2,1992,35.39667892
1,1992,29.94624519
2,1992,16.5921917
1,1992,21.38549232
1,1992,30.2346611
1,1992,20.9758091
2,1992,5.377099514
1,1992,32.72226334
2,1992,16.89822578
1,1992,29.49723244
1,1992,33.25142288
2,1992,23.96650124
1,1992,36.87154007
2,1992,13.27375317
2,1992,21.23800659
1,1992,34.42695618
2,1992,12.53632259
1,1992,57.22462845
1,1992,26.84247971
2,1992,24.130373
2,1992,19.46817207
1,1992,6.742224693
1,1992,27.57991219
2,1992,7.476022243
2,1992,20.64806175
1,1992,13.76537418
1,1992,20.52638626
1,1992,13.70392132
1,1992,18.43577003
1,1992,17.71925545
1,1992,30.72628212
1,1992,24.54169655
2,1992,7.830173969
1,1992,15.17000484
1,1992,15.59961128
2,1992,17.69833946
1,1992,14.37989998
1,1992,11.55972576
1,1992,13.76537418
2,1992,17.62459564
2,1992,7.374308109
1,1992,20.64806175
1,1992,14.48045921
1,1992,16.22347832
1,1992,22.94229126
2,1992,17.04284477
1,1992,31.60417557
2,1992,20.35309029
1,1992,19.17320061
1,1992,27.65365601
1,1992,9.217885017
1,1992,15.01677227
2,1992,13.27375317
2,1992,11.79889202
1,1992,28.75979996
2,1992,28.02236748
2,1992,21.38549232
1,1992,15.63353252
1,1992,22.1229229
2,1992,17.69833946
2,1992,8.259224892
1,1992,25.81007767
1,1992,7.401123524
2,1992,31.45879555
2,1992,17.63934517
1,1992,12.24135113
1,1992,23.96650124
2,1992,20.35309029
1,1992,20.64806175
1,1992,23.59778404
2,1992,25.74303818
1,1992,16.22347832
1,1992,27.28493881
2,1992,19.91063118
2,1992,15.7318573
2,1992,13.27375317
2,1992,23.59778404
1,1992,22.1229229
2,1992,18.43577003
2,1992,18.43577003
1,1992,9.02268219
2,1992,16.05960274
1,1992,13.27375317
1,1992,9.832410812
1,1992,17.04284477
2,1992,21.38549232
2,1992,10.68455219
2,1992,22.1229229
1,1992,26.54750633
1,1992,13.27375317
1,1992,25.81007767
2,1992,40.55869293
2,1992,16.38735008
1,1992,29.49723244
2,1992,11.22803879
1,1992,12.87151909
2,1992,14.42086887
1,1992,16.09237862
2,1992,10.99656773
1,1992,26.21976089
1,1992,17.69833946
2,1992,15.55308533
2,1992,22.1229229
1,1992,18.43577003
1,1992,17.69833946
2,1992,21.53297806
1,1992,30.24203682
1,1992,18.87822914
2,1992,13.68671513
1,1992,15.07636261
1,1992,19.66482162
1,1992,33.18438339
2,1992,23.00784111
1,1992,37.03541183
1,1992,19.17320061
2,1992,17.99933052
2,1992,8.849169731
2,1992,22.1229229
1,1992,23.59778404
2,1992,12.9787817
1,1992,21.38549232
2,1992,14.32722664
1,1992,25.44136238
1,1992,47.68718719
2,1992,10.36090183
2,1992,17.10839272
2,1992,18.58325577
1,1992,20.9758091
2,1992,19.17320061
2,1992,19.17320061
2,1992,18.43577003
2,1992,20.64806175
2,1992,15.3385601
2,1992,10.32403088
1,1992,22.41789627
2,1992,14.74861622
1,1992,18.58325577
2,1992,25.81007767
1,1992,13.10988045
2,1992,29.49723244
1,1992,15.92850399
2,1992,14.51263714
2,1992,14.74861622
2,1992,22.71224022
1,1992,24.00937271
1,1992,20.00056267
1,1992,28.18624306
2,1992,28.54446983
2,1992,14.74861622
2,1992,22.28679657
1,1992,17.69833946
2,1992,3.687154055
2,1992,22.56759453
1,1992,9.056904793
2,1992,16.47420502
2,1992,15.48604679
1,1992,14.42086887
1,1992,16.96090889
2,1992,19.38389397
1,1992,22.94229126
1,1992,5.899446011
2,1992,19.73036957
2,1992,19.91063118
2,1992,16.96090889
2,1992,14.48641872
2,1992,24.58102608
2,1992,17.98611641
1,1992,42.84121704
2,1992,15.7318573
2,1992,17.6651535
2,1992,16.05960274
1,1992,15.48604679
2,1992,13.27375317
1,1992,23.22906876
1,1992,11.06146145
1,1992,28.02236748
1,1992,33.18438339
1,1992,24.33521652
1,1992,16.08939934
1,1992,7.374308109
2,1992,22.1229229
2,1992,17.69833946
1,1992,22.94229126
2,1992,15.97766781
1,1992,20.64806175
1,1992,19.17320061
2,1992,17.01763344
2,1992,21.38549232
1,1992,27.13745308
1,1992,23.28728676
2,1992,15.08045959
2,1992,18.43577003
2,1992,22.1229229
1,1992,25.1805439
1,1992,24.58102608
1,1992,27.28493881
2,1992,26.54750633
1,1992,27.65365601
2,1992,20.64806175
1,1992,31.95533562
1,1992,17.04284477
1,1992,8.044699669
2,1992,5.287700176
1,1992,29.10393524
1,1992,26.54750633
1,1992,21.16426277
1,1992,35.27869034
2,1992,52.35758591
2,1992,22.1229229
1,1992,17.69833946
2,1992,24.58102608
2,1992,28.61933708
2,1992,13.10988045
2,1992,15.3385601
1,1992,28.87993431
1,1992,21.82795143
1,1992,15.97766781
1,1992,17.69833946
1,1992,22.1229229
1,1992,34.21678543
2,1992,23.59778404
1,1992,20.56761551
2,1992,19.66482162
1,1992,21.76895714
1,1992,15.9737339
2,1992,10.95987988
2,1992,26.54750633
2,1992,21.63130188
2,1992,17.69833946
1,1992,20.64806175
2,1992,25.07264519
1,1992,45.57027435
2,1992,30.97209358
2,1992,17.04284477
1,1992,30.86919403
1,1992,29.49723244
2,1992,11.06146145
2,1992,33.43019485
1,1992,29.49723244
1,1992,18.43577003
2,1992,21.38549232
2,1992,16.96090889
2,1992,16.96090889
2,1992,25.07264519
2,1992,21.75420761
2,1992,16.38735008
2,1992,17.39065742
1,1992,15.78101921
1,1992,22.41789627
2,1992,20.64806175
1,1992,21.43006706
1,1992,34.08568954
1,1992,20.9758091
2,1992,25.70472908
2,1992,22.1229229
2,1992,16.96090889
1,1992,18.43577003
1,1992,22.41937065
1,1992,19.17320061
2,1992,15.92850399
2,1992,14.37989998
2,1992,19.32068634
1,1992,22.56144905
1,1992,30.97209358
2,1992,19.17320061
2,1992,35.39667892
2,1992,16.43417168
2,1992,19.66482162
1,1992,19.66482162
1,1992,30.80821991
2,1992,25.36761856
2,1992,22.58645248
2,1992,9.91106987
1,1992,9.653639793
2,1992,26.84247971
1,1992,27.65365601
1,1992,25.81007767
2,1992,31.4637146
2,1992,29.12851715
2,1992,20.64806175
2,1992,7.374308109
2,1992,12.45438671
2,1992,9.586600304
1,1992,27.99287224
2,1992,36.87154007
1,1992,18.5215168
2,1992,15.77758884
1,1992,26.30169868
2,1992,12.98975658
1,1992,25.07264519
2,1992,21.38549232
1,1992,50.56668091
2,1992,42.63690567
1,1992,33.18438339
2,1992,27.81167603
1,1992,23.59778404
2,1992,34.65924454
2,1992,23.59778404
2,1992,14.82235909
2,1992,8.849169731
1,1992,48.67043304
2,1992,20.64806175
1,1992,25.81007767
1,1992,18.43577003
2,1992,12.98975658
1,1992,29.49723244
1,1992,25.81007767
1,1992,25.1805439
2,1992,14.74861622
1,1992,17.95483589
2,1992,30.97209358
2,1992,4.884741306
1,1992,24.25327873
2,1992,17.8535881
2,1992,10.32403088
1,1992,38.34640121
1,1992,15.48604679
2,1992,20.72180367
1,1992,33.43019485
2,1992,27.65365601
1,1992,52.67468262
2,1992,29.08795547
1,1992,14.15867043
2,1992,23.73824883
1,1992,26.54750633
1,1992,20.64806175
2,1992,23.46370697
2,1992,39.08383179
2,1992,16.08939934
1,1992,17.69833946
1,1992,18.15214157
2,1992,11.06146145
1,1992,33.33261108
1,1992,25.28334045
1,1992,13.76537418
1,1992,24.33521652
1,1992,15.40410995
1,1992,32.44695663
2,1992,19.61565971
1,1992,15.65159225
1,1992,16.04649353
1,1992,9.832410812
1,1992,18.28828239
1,1992,18.35383224
1,1992,11.06146145
2,1992,22.30158424
1,1992,15.92850399
1,1992,35.39667892
2,1992,26.21976089
1,1992,11.43017673
1,1992,36.05217361
1,1992,13.76537418
1,1992,18.43577003
2,1992,21.38549232
1,1992,19.633358
2,1992,17.69833946
2,1992,20.64806175
1,1992,29.49723244
1,1992,25.26069069
2,1992,14.01118374
1,1992,38.01865387
1,1992,27.53074837
2,1992,17.39065742
1,1992,21.23800659
2,1992,12.33520508
2,1992,14.74861622
1,1992,14.42086887
1,1992,11.79889202
2,1992,11.47114563
1,1992,21.63130188
2,1992,24.90877342
1,1992,33.92181778
2,1992,20.64806175
2,1992,15.30185318
1,1992,20.57946396
1,1992,36.05217361
2,1992,17.20671844
1,1992,22.1229229
1,1992,24.21877861
2,1992,23.59778404
2,1992,17.69833946
1,1992,25.07264519
2,1992,19.76314354
2,1992,16.04649353
2,1992,15.63353252
1,1992,13.27375317
1,1992,23.00784111
1,1992,17.69833946
1,1992,28.02236748
1,1992,19.66482162
1,1992,27.72739792
2,1992,13.56872654
1,1992,17.69833946
2,1992,26.03868103
1,1992,6.636876583
1,1992,24.70393181
1,1992,34.08568954
2,1992,17.69833946
1,1992,29.49723244
2,1992,17.69833946
1,1992,28.02236748
1,1992,22.41789627
1,1992,43.97769165
1,1992,16.38735008
1,1992,18.87822914
1,1992,23.59778404
1,1992,12.87151909
1,1992,17.04284477
2,1992,16.5921917
1,1992,14.48045921
2,1992,18.68157959
2,1992,20.35309029
1,1992,29.49723244
1,1992,35.39667892
1,1992,24.58102608
1,1992,29.49723244
1,1992,14.99770355
2,1992,26.90000153
1,1992,24.49909019
1,1992,23.59778404
1,1992,19.32577133
1,1992,28.75979996
2,1992,30.97209358
1,1992,35.60010529
2,1992,25.61601639
2,1992,17.57281876
1,1992,12.7821331
1,1992,21.55362701
2,1992,14.74861622
1,1992,29.49723244
1,1992,32.44695663
1,1992,26.54750633
2,1992,26.54750633
2,1992,7.374308109
2,1992,35.39667892
1,1992,21.38549232
2,1992,18.96250534
1,1992,31.26706505
2,1992,22.72379303
2,1992,19.17320061
1,1992,43.65590286
1,1992,49.16205215
2,1992,30.16762161
2,1992,21.82795143
1,1992,23.00784111
2,1992,26.40002251
1,1992,30.01402283
1,1992,29.3497448
1,1992,11.79889202
1,1992,22.45476723
2,1992,20.73950195
1,1992,21.30355644
1,1992,26.14527321
2,1992,20.64806175
1,1992,22.1229229
1,1992,29.49723244
1,1992,27.68201637
1,1992,23.59778404
2,1992,23.53879166
1,1992,26.54750633
1,1992,24.90877342
1,1992,11.64364338
